as_of,eval_start,eval_end,val_ic,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,top_5,diagnostics
2025-07-04,2025-07-07,2025-07-11,-0.0041751185225392656,0.01983540304955809,0.019562762679450785,0.000272640370107307,50,0.0392156862745098,"688702,300676,688349,688295,002261",{}
2025-07-11,2025-07-14,2025-07-18,0.0838468972041875,0.018131705035364678,0.012034187705188604,0.006097517330176074,50,0.0392156862745098,"688702,688375,688192,600299,688281",{}
2025-07-18,2025-07-21,2025-07-25,0.08781241995531061,0.04218310674704185,0.03278586663737526,0.00939724010966659,50,0.0392156862745098,"688349,688525,688100,688172,603786",{}
2025-07-25,2025-07-28,2025-08-01,0.08429553557562994,-0.013992650224201071,-0.013713588707584434,-0.0002790615166166372,50,0.0392156862745098,"603179,688778,688100,601212,600487",{}
2025-08-01,2025-08-04,2025-08-08,0.09194497723213606,0.019410089082539463,0.017752363073398003,0.0016577260091414601,50,0.0392156862745098,"600562,600369,300857,601212,002500",{}
2025-08-08,2025-08-11,2025-08-15,0.09559022917356841,0.07636237355448385,0.03875543607179566,0.03760693748268819,50,0.0392156862745098,"688018,002821,688235,600927,603688",{}
2025-08-15,2025-08-18,2025-08-22,0.09401433078053356,0.046217960128639164,0.03871116544392472,0.007506794684714442,50,0.0392156862745098,"300390,600763,603806,600562,000738",{}
2025-08-22,2025-08-25,2025-08-29,0.1456838941631445,0.02087812139156445,0.032405094237053955,-0.011526972845489505,50,0.0392156862745098,"300558,300390,688281,600435,002821",{}
2025-08-29,2025-09-01,2025-09-05,0.08151759653271642,-0.022213130361430675,-0.01845401339193309,-0.0037591169694975862,50,0.0392156862745098,"688281,688615,002414,688037,600316",{}
2025-09-05,2025-09-08,2025-09-12,0.02525536544623357,0.041017187588879775,0.033815098251318565,0.00720208933756121,50,0.0392156862745098,"688297,600498,688172,002465,300136",{}
2025-09-12,2025-09-15,2025-09-19,-0.02224599615236581,0.016913836522455407,0.0031618345859654173,0.01375200193648999,50,0.0392156862745098,"002738,000034,688387,603920,300601",{}
2025-09-19,2025-09-22,2025-09-26,0.07469984218943028,-0.0027711010262998254,0.009840804122644542,-0.012611905148944367,50,0.0392156862745098,"300136,688180,600549,002821,603087",{}
2025-09-26,2025-09-29,2025-10-13,0.15771882049925287,0.005856254990530607,0.018734244903714448,-0.01287798991318384,50,0.0392156862745098,"002080,603228,002436,001389,002821",{}
2025-10-13,2025-10-14,2025-10-20,0.06563733511721961,-0.04271419854161153,-0.041607854280122925,-0.0011063442614886038,50,0.0392156862745098,"002080,688322,001389,003021,002436",{}
2025-10-20,2025-10-21,2025-10-27,-0.11170795590891262,0.06054589871160641,0.04381453032763627,0.016731368383970144,50,0.0392156862745098,"000021,603659,300679,688166,000034",{}
2025-10-27,2025-10-28,2025-11-03,-0.13219102784887063,0.00026453489031199603,-0.006205523109350297,0.0064700579996622935,50,0.0392156862745098,"002517,000559,688349,000034,688099",{}
2025-11-03,2025-11-04,2025-11-10,0.06095923587247756,-0.008892080301979586,0.0013909946832395548,-0.01028307498521914,50,0.0392156862745098,"000021,002080,600392,001221,688608",{}
2025-11-10,2025-11-11,2025-11-17,-0.008086896598022145,-0.02331290214094653,-0.014767691176859055,-0.008545210964087474,50,0.0392156862745098,"300679,002837,002126,001221,688099",{}
2025-11-17,2025-11-18,2025-11-24,-0.040218023859281304,-0.04608544232000329,-0.05063817912911195,0.004552736809108657,50,0.0392156862745098,"001221,002126,000783,300857,600879",{}
2025-11-24,2025-11-25,2025-12-01,-0.045051480516759855,0.0414661690367919,0.033901172316182615,0.007564996720609285,50,0.0392156862745098,"601061,002756,601179,000657,000933",{}
2025-12-01,2025-12-02,2025-12-08,-0.06561686263622704,-0.002104344599973997,0.009931944320845654,-0.01203628892081965,50,0.0392156862745098,"300339,300058,000830,601118,300454",{}
2025-12-08,2025-12-09,2025-12-15,0.005798028622014779,-0.005541817417949296,-0.008143057933315379,0.0026012405153660826,50,0.0392156862745098,"688297,300037,300474,600546,002203",{}
2025-12-15,2025-12-16,2025-12-22,0.07804329877896624,0.03349349958984595,0.019918436449337218,0.013575063140508735,50,0.0392156862745098,"000878,600141,601118,603225,000933",{}
2025-12-22,2025-12-23,2025-12-29,0.08105059098367158,0.026971735638111144,0.02411275830003623,0.002858977338074914,50,0.0392156862745098,"002436,600848,002273,002312,600637",{}
2025-12-29,2025-12-30,2026-01-07,0.16021895166734368,0.08028063310589305,0.05981564110103954,0.020464992004853508,50,0.0392156862745098,"000400,600312,002273,000960,603341",{}
2026-01-07,2026-01-08,2026-01-14,0.228168407457125,0.027777548559038544,0.04477604169708971,-0.016998493138051164,50,0.0392156862745098,"002281,600312,603650,002056,601168",{}
2026-01-14,2026-01-15,2026-01-21,0.14496928229444347,0.056079352507560354,0.013663118610225844,0.04241623389733451,50,0.0392156862745098,"002436,603699,002080,002312,688318",{}
2026-01-21,2026-01-22,2026-01-28,0.12806341978252328,0.055595561732671134,0.03130065503908663,0.0242949066935845,50,0.0392156862745098,"688318,002837,300395,000933,300487",{}
2026-01-28,2026-01-29,2026-02-04,0.07014016734085797,-0.04294390719336226,-0.0351239669421487,-0.007819940251213561,50,0.0392156862745098,"300115,300496,688018,688318,603341",{}
2026-02-04,2026-02-05,2026-02-11,-0.10565167973481272,0.021276406170572637,0.0032237397574204074,0.01805266641315223,50,0.0392156862745098,"300748,000831,688018,002436,000032",{}
2026-02-11,2026-02-12,2026-02-26,-0.12310338479225094,0.047952353240629006,0.027793688807012495,0.02015866443361651,50,0.0392156862745098,"688361,002837,003021,002353,002738",{}
2026-02-26,2026-02-27,2026-03-05,0.11669956078614055,-0.035253884370261473,-0.028986647059043524,-0.006267237311217949,50,0.0392156862745098,"688347,301308,002738,002080,000032",{}
2026-03-05,2026-03-06,2026-03-12,0.12748364977787002,-0.002446072060450822,0.006053672502347007,-0.00849974456279783,50,0.0392156862745098,"300223,300604,605358,002738,688347",{}
2026-03-12,2026-03-13,2026-03-19,-0.052922433280832404,-0.07973293400684649,-0.05770484068850279,-0.022028093318343697,50,0.0392156862745098,"600312,600580,002851,688027,300604",{}
2026-03-19,2026-03-20,2026-03-26,-0.13006814880776094,-0.03081458679757835,-0.029828274146924794,-0.000986312650653555,50,0.0392156862745098,"688347,000657,688361,002517,002558",{}
2026-03-26,2026-03-27,2026-04-02,-0.17282571981525818,-0.01220637883827777,-0.00482025299229405,-0.007386125845983721,50,0.0392156862745098,"688347,600673,000657,301358,300037",{}
2026-04-02,2026-04-03,2026-04-10,-0.07085365641838155,0.08151466743237287,0.04787087098419485,0.033643796448178026,50,0.0392156862745098,"002353,002008,000657,601179,688347",{}
2026-04-10,2026-04-13,2026-04-17,0.08900843787562794,0.05978910425695476,0.03072126825663024,0.029067836000324518,50,0.0392156862745098,"600673,300857,000657,002202,600549",{}
